f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,ref_pwin
5.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1264.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,112.0,110.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,570.0,114.0,1.0,0.0,3.0,31.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,330.0,330.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,330.0,6.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,590.0,118.0,0.0,2.0,9.0,27.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12060491
8.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1256.0,0.0,1.0,1.0,7.0,2.0,2.0,5.0,0.0,0.0,96.0,170.0,210.0,0.8095238095238095,0.0,4.0,4.0,0.0,0.0,1.0,210.0,2.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,550.0,137.5,9.0,1.0,3.0,14.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,820.0,164.0,1.0,0.0,4.0,18.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3674947
13.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,1246.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,730.0,146.0,3.0,0.0,5.0,17.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,110.0,110.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,110.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,40.0,0.0,0.0,2.0,28.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9803996
4.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,1264.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,66.0,140.0,140.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,140.0,6.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,330.0,110.0,1.0,0.0,6.0,35.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,1.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,390.0,97.5,1.0,0.0,4.0,33.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4560312
4.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1259.0,0.0,1.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,648.0,320.0,320.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,4.0,390.0,97.5,2.0,0.0,7.0,27.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,400.0,80.0,0.0,0.0,2.0,39.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61074036
6.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1260.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,140.0,190.0,210.0,0.9047619047619048,0.0,2.0,2.0,0.0,0.0,1.0,210.0,6.0,-1.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,310.0,62.0,0.0,0.0,7.0,31.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,740.0,148.0,2.0,0.0,3.0,27.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538413
9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,650.0,162.5,3.0,0.0,4.0,13.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98885334
14.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1251.0,0.0,1.0,1.0,7.0,0.0,1.0,3.0,0.0,0.0,849.0,330.0,330.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,330.0,6.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,730.0,146.0,1.0,1.0,7.0,15.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,240.0,240.0,1.0,0.0,6.0,6.0,0.0,0.0,1.0,210.0,2.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,410.0,205.0,3.0,0.0,6.0,2.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92792815
4.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,1257.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,401.0,130.0,130.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,130.0,2.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,290.0,72.5,0.0,0.0,8.0,31.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,170.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,6.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,250.0,83.33333333333333,2.0,0.0,8.0,32.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19638614
10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1246.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,345.0,120.0,150.0,0.8,0.0,3.0,3.0,1.0,1.0,3.0,150.0,2.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,200.0,320.0,0.625,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,670.0,134.0,1.0,0.0,7.0,8.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3038458
3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,119.0,70.0,70.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,70.0,-1.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,0.0,0.0,6.0,45.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,60.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,210.0,52.5,1.0,0.0,7.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6180788
11.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,756.0,300.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,300.0,6.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,70.0,70.0,0.0,0.0,10.0,20.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,140.0,140.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,140.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,560.0,112.0,2.0,0.0,11.0,14.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041551292
1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0,70.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,-1.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,1.0,0.0,5.0,46.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,70.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7126314
6.0,31.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1261.0,0.0,1.0,1.0,7.0,2.0,2.0,6.0,0.0,0.0,150.0,330.0,330.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,330.0,2.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,840.0,168.0,10.0,0.0,5.0,18.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,370.0,123.33333333333333,0.0,0.0,2.0,37.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7641011
8.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1256.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,140.0,180.0,210.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,210.0,6.0,-1.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,340.0,85.0,1.0,0.0,11.0,29.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,450.0,90.0,2.0,0.0,7.0,22.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21190378
6.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1266.0,0.0,1.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,743.0,120.0,140.0,0.8571428571428571,1.0,1.0,1.0,0.0,2.0,1.0,140.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,340.0,85.0,0.0,0.0,7.0,32.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,540.0,135.0,2.0,0.0,3.0,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20952524
13.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,1259.0,0.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,121.0,140.0,320.0,0.4375,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,600.0,150.0,3.0,0.0,9.0,14.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,640.0,160.0,3.0,0.0,5.0,14.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89601547
14.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1246.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,121.0,120.0,320.0,0.375,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,920.0,184.0,3.0,0.0,6.0,6.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,330.0,330.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,330.0,6.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,170.0,85.0,0.0,2.0,5.0,15.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84966516
9.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,1246.0,0.0,1.0,1.0,21.0,1.0,1.0,5.0,0.0,0.0,678.0,140.0,340.0,0.4117647058823529,0.0,1.0,1.0,0.0,1.0,2.0,340.0,5.0,-1.0,6.0,1.0,0.0,1.0,0.0,0.0,5.0,440.0,88.0,5.0,0.0,5.0,24.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,190.0,320.0,0.59375,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,640.0,128.0,3.0,0.0,4.0,23.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17609237
4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1259.0,0.0,1.0,1.0,7.0,0.0,1.0,22.0,0.0,0.0,646.0,70.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,1.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,310.0,103.33333333333333,1.0,0.0,2.0,40.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,-1.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,390.0,78.0,1.0,0.0,5.0,36.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41012612
7.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,1260.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1071.0,170.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,6.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,510.0,102.0,3.0,0.0,7.0,23.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,320.0,330.0,0.9696969696969697,0.0,6.0,6.0,1.0,0.0,1.0,210.0,2.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,400.0,200.0,4.0,0.0,4.0,27.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14610104
5.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,7.0,1.0,1.0,5.0,0.0,0.0,743.0,140.0,140.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,140.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,280.0,140.0,0.0,0.0,5.0,38.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,510.0,102.0,1.0,0.0,4.0,27.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32464486
13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1259.0,0.0,1.0,1.0,13.0,1.0,1.0,6.0,0.0,0.0,648.0,320.0,320.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,100.0,100.0,1.0,0.0,6.0,24.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,540.0,108.0,3.0,0.0,10.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033379406
20.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1246.0,0.0,1.0,1.0,7.0,1.0,1.0,5.0,0.0,0.0,345.0,120.0,150.0,0.8,0.0,3.0,3.0,1.0,1.0,3.0,150.0,2.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,250.0,125.0,1.0,0.0,0.0,28.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,740.0,148.0,4.0,0.0,6.0,14.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31152955
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5231774
8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,723.0,150.0,350.0,0.42857142857142855,0.0,2.0,2.0,0.0,1.0,4.0,350.0,8.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,210.0,210.0,0.0,0.0,3.0,40.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,320.0,80.0,2.0,0.0,10.0,25.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07710772
9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1266.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,370.0,92.5,0.0,0.0,4.0,14.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,140.0,140.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,140.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,220.0,55.0,0.0,0.0,13.0,21.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78404146
1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,5.0,0.0,2.0,5.0,0.0,0.0,119.0,70.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,-1.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,210.0,210.0,1.0,0.0,4.0,46.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,70.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,3.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,0.0,0.0,5.0,47.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74554205
5.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,1255.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,304.0,150.0,150.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,150.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,460.0,92.0,1.0,1.0,1.0,29.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,330.0,330.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,330.0,2.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,490.0,163.33333333333334,4.0,0.0,5.0,27.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15393168
10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1246.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,440.0,88.0,1.0,0.0,5.0,23.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,10.0,70.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,70.0,1.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,390.0,97.5,2.0,0.0,1.0,37.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8632111
9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1259.0,0.0,1.0,1.0,7.0,2.0,2.0,4.0,0.0,0.0,648.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,4.0,370.0,92.5,3.0,0.0,2.0,28.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,780.0,156.0,2.0,0.0,11.0,10.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53899413
6.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,1246.0,0.0,1.0,1.0,7.0,1.0,1.0,5.0,0.0,0.0,190.0,300.0,300.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,300.0,2.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,290.0,145.0,1.0,0.0,5.0,38.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,370.0,92.5,0.0,0.0,3.0,30.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75110227
6.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,9.0,43.0,1.0,1.0,2.0,0.0,0.0,742.0,70.0,80.0,0.875,1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,430.0,86.0,1.0,0.0,16.0,20.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,380.0,95.0,2.0,0.0,11.0,25.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28975075
13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1246.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,121.0,310.0,320.0,0.96875,0.0,1.0,1.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,620.0,155.0,2.0,0.0,6.0,12.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,810.0,162.0,3.0,0.0,11.0,13.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17016123
10.0,18.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,1264.0,0.0,1.0,1.0,7.0,2.0,2.0,5.0,0.0,0.0,849.0,330.0,330.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,330.0,6.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,660.0,132.0,1.0,0.0,6.0,18.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,350.0,70.0,1.0,0.0,3.0,33.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75545937
17.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1256.0,0.0,1.0,1.0,7.0,2.0,2.0,4.0,0.0,0.0,849.0,270.0,330.0,0.8181818181818182,0.0,2.0,2.0,0.0,1.0,1.0,330.0,6.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,490.0,122.5,1.0,0.0,2.0,20.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,840.0,210.0,4.0,0.0,4.0,11.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63647836
18.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1246.0,0.0,1.0,1.0,14.0,1.0,1.0,4.0,1.0,0.0,121.0,50.0,320.0,0.15625,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,3.0,350.0,116.66666666666667,1.0,0.0,6.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,80.0,340.0,0.23529411764705882,0.0,2.0,2.0,0.0,1.0,2.0,340.0,5.0,-1.0,6.0,1.0,0.0,1.0,0.0,0.0,4.0,300.0,75.0,8.0,0.0,6.0,7.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092209615
