counter_archetype,target_archetype,date,games_before,wins_before,win_rate_before,wilson_lo_before,target_meta_share_14d,counter_meta_share_14d,stat_gate_pass,full_gate_pass,consecutive_full_gate_passes,is_candidate_date,is_detection_date
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-10,8,1,0.125,0.0224,0.0577,0.168,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-11,8,1,0.125,0.0224,0.0459,0.1798,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-12,9,2,0.2222,0.0632,0.0394,0.1781,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-13,9,2,0.2222,0.0632,0.0307,0.1809,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-14,9,2,0.2222,0.0632,0.0255,0.1847,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-15,9,2,0.2222,0.0632,0.0237,0.1844,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-16,9,2,0.2222,0.0632,0.0221,0.1827,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-17,9,2,0.2222,0.0632,0.0187,0.1742,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-18,9,2,0.2222,0.0632,0.017,0.1745,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-19,9,2,0.2222,0.0632,0.0157,0.1742,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-20,9,2,0.2222,0.0632,0.0142,0.1812,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-21,9,2,0.2222,0.0632,0.0135,0.1861,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-22,9,2,0.2222,0.0632,0.0104,0.1978,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-23,9,2,0.2222,0.0632,0.0072,0.2111,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-24,9,2,0.2222,0.0632,0.0043,0.2296,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-25,9,2,0.2222,0.0632,0.0037,0.2618,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-26,9,2,0.2222,0.0632,0.0014,0.2944,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-27,9,2,0.2222,0.0632,0.0009,0.3219,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-28,9,2,0.2222,0.0632,0.0009,0.3552,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-29,9,2,0.2222,0.0632,0.0008,0.3946,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-30,9,2,0.2222,0.0632,0.0008,0.4268,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-07-31,9,2,0.2222,0.0632,0.0008,0.4615,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-01,9,2,0.2222,0.0632,0.0008,0.4873,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-02,10,3,0.3,0.1078,0.0012,0.4985,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-03,13,5,0.3846,0.1771,0.0023,0.5084,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-04,17,7,0.4118,0.2161,0.0056,0.5052,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-05,18,7,0.3889,0.203,0.0086,0.5071,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-06,20,8,0.4,0.2188,0.0116,0.5026,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-07,21,9,0.4286,0.2447,0.0131,0.5019,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-08,25,12,0.48,0.3003,0.0157,0.485,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-09,26,13,0.5,0.3206,0.0176,0.4726,False,False,0,False,False
Marnie's Grimmsnarl ex,Mega Lucario ex,2026-08-10,28,13,0.4643,0.2953,0.0204,0.4566,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-16,0,0,0.0,0.0,,,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-17,0,0,0.0,0.0,0.0,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-18,0,0,0.0,0.0,0.0114,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-19,0,0,0.0,0.0,0.0152,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-20,0,0,0.0,0.0,0.0116,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-21,0,0,0.0,0.0,0.0087,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-22,0,0,0.0,0.0,0.0072,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-23,0,0,0.0,0.0,0.006,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-24,0,0,0.0,0.0,0.0052,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-25,0,0,0.0,0.0,0.0046,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-26,0,0,0.0,0.0,0.0043,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-27,0,0,0.0,0.0,0.0038,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-28,0,0,0.0,0.0,0.0035,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-29,0,0,0.0,0.0,0.0032,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-06-30,0,0,0.0,0.0,0.003,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-01,0,0,0.0,0.0,0.0028,0.0043,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-02,0,0,0.0,0.0,0.0015,0.0135,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-03,0,0,0.0,0.0,0.0,0.042,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-04,0,0,0.0,0.0,0.0,0.05,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-05,0,0,0.0,0.0,0.0,0.0826,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-06,0,0,0.0,0.0,0.0,0.1024,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-07,1,0,0.0,0.0,0.0015,0.1284,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-08,1,0,0.0,0.0,0.0039,0.146,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-09,1,0,0.0,0.0,0.0058,0.1686,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-10,1,0,0.0,0.0,0.0051,0.168,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-11,1,0,0.0,0.0,0.0047,0.1798,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-12,1,0,0.0,0.0,0.0043,0.1781,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-13,1,0,0.0,0.0,0.004,0.1809,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-14,2,0,0.0,0.0,0.0045,0.1847,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-15,2,0,0.0,0.0,0.0042,0.1844,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-16,2,0,0.0,0.0,0.0039,0.1827,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-17,2,0,0.0,0.0,0.0037,0.1742,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-18,2,0,0.0,0.0,0.0035,0.1745,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-19,2,0,0.0,0.0,0.0034,0.1742,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-20,2,0,0.0,0.0,0.0032,0.1812,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-21,2,0,0.0,0.0,0.0025,0.1861,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-22,2,0,0.0,0.0,0.0015,0.1978,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-23,2,0,0.0,0.0,0.0005,0.2111,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-24,2,0,0.0,0.0,0.0005,0.2296,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-25,2,0,0.0,0.0,0.0005,0.2618,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-26,2,0,0.0,0.0,0.0009,0.2944,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-27,2,0,0.0,0.0,0.0009,0.3219,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-28,2,0,0.0,0.0,0.0004,0.3552,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-29,2,0,0.0,0.0,0.0004,0.3946,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-30,2,0,0.0,0.0,0.0004,0.4268,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-07-31,2,0,0.0,0.0,0.0004,0.4615,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-01,4,0,0.0,0.0,0.0032,0.4873,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-02,11,1,0.0909,0.0162,0.0093,0.4985,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-03,22,4,0.1818,0.0731,0.018,0.5084,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-04,27,6,0.2222,0.1061,0.024,0.5052,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-05,36,7,0.1944,0.0975,0.0311,0.5071,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-06,41,8,0.1951,0.1023,0.0375,0.5026,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-07,49,9,0.1837,0.0998,0.0444,0.5019,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-08,56,11,0.1964,0.1134,0.0517,0.485,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-09,60,11,0.1833,0.1056,0.0558,0.4726,False,False,0,False,False
Marnie's Grimmsnarl ex,Teal Mask Ogerpon ex,2026-08-10,69,13,0.1884,0.1135,0.0641,0.4566,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-16,0,0,0.0,0.0,,,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-17,0,0,0.0,0.0,0.0,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-18,0,0,0.0,0.0,0.0,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-19,0,0,0.0,0.0,0.0,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-20,0,0,0.0,0.0,0.0,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-21,0,0,0.0,0.0,0.0043,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-22,0,0,0.0,0.0,0.0072,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-23,0,0,0.0,0.0,0.0089,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-24,0,0,0.0,0.0,0.0078,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-25,0,0,0.0,0.0,0.0069,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-26,0,0,0.0,0.0,0.0065,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-27,0,0,0.0,0.0,0.0096,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-28,0,0,0.0,0.0,0.0088,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-29,0,0,0.0,0.0,0.0095,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-06-30,0,0,0.0,0.0,0.0089,0.0,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-01,0,0,0.0,0.0,0.0085,0.0043,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-02,0,0,0.0,0.0,0.009,0.0135,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-03,0,0,0.0,0.0,0.0087,0.042,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-04,0,0,0.0,0.0,0.0088,0.05,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-05,1,1,1.0,0.2065,0.0103,0.0826,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-06,1,1,1.0,0.2065,0.0104,0.1024,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-07,1,1,1.0,0.2065,0.0091,0.1284,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-08,1,1,1.0,0.2065,0.0116,0.146,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-09,1,1,1.0,0.2065,0.0104,0.1686,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-10,1,1,1.0,0.2065,0.0111,0.168,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-11,1,1,1.0,0.2065,0.0112,0.1798,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-12,1,1,1.0,0.2065,0.0128,0.1781,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-13,1,1,1.0,0.2065,0.0153,0.1809,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-14,1,1,1.0,0.2065,0.0173,0.1847,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-15,1,1,1.0,0.2065,0.0175,0.1844,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-16,6,4,0.6667,0.3,0.0306,0.1827,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-17,7,5,0.7143,0.3589,0.0368,0.1742,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-18,8,6,0.75,0.4093,0.0404,0.1745,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-19,14,11,0.7857,0.5241,0.0455,0.1742,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-20,19,12,0.6316,0.4104,0.0522,0.1812,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-21,28,19,0.6786,0.4934,0.0597,0.1861,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-22,36,22,0.6111,0.4486,0.0727,0.1978,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-23,48,33,0.6875,0.5467,0.0841,0.2111,False,False,0,False,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-24,53,37,0.6981,0.5646,0.0885,0.2296,True,True,1,True,False
Marnie's Grimmsnarl ex,Team Rocket's Mewtwo ex,2026-07-25,61,44,0.7213,0.5983,0.0908,0.2618,True,True,2,False,True
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-16,0,0,0.0,0.0,,,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-17,0,0,0.0,0.0,0.0,0.0455,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-18,0,0,0.0,0.0,0.0,0.0114,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-19,0,0,0.0,0.0,0.0,0.0152,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-20,0,0,0.0,0.0,0.0,0.0116,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-21,0,0,0.0,0.0,0.0,0.0087,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-22,0,0,0.0,0.0,0.0,0.0072,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-23,0,0,0.0,0.0,0.003,0.006,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-24,0,0,0.0,0.0,0.0026,0.0052,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-25,0,0,0.0,0.0,0.0023,0.0069,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-26,0,0,0.0,0.0,0.0022,0.0086,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-27,0,0,0.0,0.0,0.0019,0.0077,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-28,0,0,0.0,0.0,0.0018,0.007,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-29,0,0,0.0,0.0,0.0032,0.0063,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-06-30,0,0,0.0,0.0,0.003,0.006,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-01,0,0,0.0,0.0,0.0071,0.0043,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-02,0,0,0.0,0.0,0.0075,0.0075,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-03,0,0,0.0,0.0,0.0101,0.0058,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-04,0,0,0.0,0.0,0.0118,0.0074,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-05,1,0,0.0,0.0,0.0147,0.0147,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-06,1,0,0.0,0.0,0.0208,0.0208,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-07,2,0,0.0,0.0,0.0242,0.0287,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-08,4,2,0.5,0.15,0.0388,0.0491,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-09,5,3,0.6,0.2307,0.0508,0.0624,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-10,6,3,0.5,0.1876,0.0557,0.0759,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-11,6,3,0.5,0.1876,0.0581,0.0899,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-12,6,3,0.5,0.1876,0.0599,0.1087,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-13,7,4,0.5714,0.2505,0.0598,0.1252,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-14,9,5,0.5556,0.2666,0.0593,0.1366,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-15,9,5,0.5556,0.2666,0.0531,0.1466,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-16,9,5,0.5556,0.2666,0.0501,0.1515,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-17,11,5,0.4545,0.2127,0.0518,0.1604,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-18,12,5,0.4167,0.1933,0.0527,0.1563,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-19,15,5,0.3333,0.1518,0.0551,0.1607,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-20,15,5,0.3333,0.1518,0.0553,0.1528,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-21,17,6,0.3529,0.1731,0.0562,0.1494,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-22,19,6,0.3158,0.1536,0.0549,0.1459,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-23,22,8,0.3636,0.1973,0.0534,0.1428,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-24,26,10,0.3846,0.2243,0.0573,0.134,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-25,27,11,0.4074,0.2451,0.0567,0.1276,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-26,29,12,0.4138,0.2551,0.0616,0.115,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-27,30,13,0.4333,0.2738,0.0611,0.1042,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-28,31,14,0.4516,0.2916,0.061,0.0988,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-29,31,14,0.4516,0.2916,0.0614,0.0948,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-30,32,15,0.4688,0.3087,0.0603,0.0943,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-07-31,32,15,0.4688,0.3087,0.0571,0.0887,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-01,33,15,0.4545,0.2984,0.0554,0.09,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-02,36,18,0.5,0.3447,0.0546,0.086,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-03,36,18,0.5,0.3447,0.0526,0.0864,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-04,37,19,0.5135,0.3589,0.0536,0.087,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-05,37,19,0.5135,0.3589,0.0506,0.0855,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-06,37,19,0.5135,0.3589,0.0458,0.087,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-07,38,20,0.5263,0.3726,0.0396,0.0904,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-08,40,22,0.55,0.3983,0.0379,0.0926,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-09,40,22,0.55,0.3983,0.0307,0.0971,False,False,0,False,False
Mega Kangaskhan ex,Cynthia's Garchomp ex,2026-08-10,40,22,0.55,0.3983,0.0294,0.0984,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-16,0,0,0.0,0.0,,,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-17,0,0,0.0,0.0,0.3182,0.0455,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-18,0,0,0.0,0.0,0.1136,0.0114,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-19,0,0,0.0,0.0,0.0758,0.0152,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-20,0,0,0.0,0.0,0.0581,0.0116,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-21,0,0,0.0,0.0,0.0478,0.0087,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-22,0,0,0.0,0.0,0.054,0.0072,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-23,0,0,0.0,0.0,0.0685,0.006,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-24,0,0,0.0,0.0,0.0807,0.0052,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-25,1,1,1.0,0.2065,0.088,0.0069,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-26,1,1,1.0,0.2065,0.0927,0.0086,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-27,1,1,1.0,0.2065,0.0904,0.0077,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-28,1,1,1.0,0.2065,0.088,0.007,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-29,1,1,1.0,0.2065,0.0825,0.0063,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-06-30,1,1,1.0,0.2065,0.0818,0.006,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-07-01,1,1,1.0,0.2065,0.0739,0.0043,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-07-02,1,1,1.0,0.2065,0.0751,0.0075,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-07-03,1,1,1.0,0.2065,0.0739,0.0058,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-07-04,1,1,1.0,0.2065,0.075,0.0074,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-07-05,1,1,1.0,0.2065,0.0752,0.0147,False,False,0,False,False
Mega Kangaskhan ex,Dragapult ex,2026-07-06,1,1,1.0,0.2065,0.0697,0.0208,False,False,0,False,False
