exact_deck_hash,exact_deck_list,archetype_id,archetype_name
543ca4bbd0093585,5:2;13:1;19:4;66:3;140:1;305:4;343:1;741:4;742:4;743:3;1079:4;1081:3;1086:4;1097:2;1121:1;1129:1;1146:1;1152:4;1182:2;1184:1;1225:4;1231:4;1264:2,Fezandipiti ex,Fezandipiti ex
54454f5d1343798a,5:2;13:1;19:4;66:2;140:1;305:3;741:4;742:4;743:4;1079:3;1081:4;1086:4;1097:1;1129:1;1146:1;1152:4;1182:3;1184:1;1197:3;1225:4;1231:4;1264:2,Fezandipiti ex,Fezandipiti ex
54a3f4c2301cdbd5,1:1;11:4;14:4;18:4;344:4;345:4;756:4;1086:4;1087:1;1122:4;1123:3;1147:4;1159:1;1182:2;1186:1;1197:4;1225:4;1227:4;1264:3,Mega Kangaskhan ex,Mega Kangaskhan ex
54a81ccb36ebe329,1:11;16:4;31:1;96:4;108:1;112:1;117:2;140:1;184:2;272:2;756:2;1071:2;1080:1;1094:4;1097:1;1116:4;1121:4;1127:1;1182:3;1188:1;1221:1;1227:4;1250:3,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
55a418e3d6a8787d,1:4;2:7;18:4;344:4;345:4;352:4;353:4;354:4;414:1;1079:2;1086:3;1121:1;1147:1;1152:4;1159:1;1182:4;1215:4;1227:4,UNLABELED_CLUSTER_42,Crustle / Dwebble / Ethan's Cyndaquil / Ethan's Quilava / Ethan's Typhlosion / Team Rocket's Articuno
56e7f229dce76854,1:4;11:4;14:4;18:4;20:4;117:3;344:4;345:4;1086:4;1122:4;1123:2;1147:4;1159:1;1186:1;1197:4;1212:3;1227:4;1264:2,UNLABELED_CLUSTER_04,Cornerstone Mask Ogerpon ex
587e178e82ddbea5,7:11;104:2;112:4;646:4;647:3;648:3;860:2;1079:3;1080:1;1086:4;1097:3;1122:1;1137:1;1152:4;1182:2;1219:4;1227:4;1259:4,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
58c4d89cf8edc355,1:7;5:3;15:4;400:4;401:4;414:2;431:2;432:1;463:2;1094:3;1097:1;1119:2;1134:4;1152:4;1159:1;1175:1;1216:4;1217:1;1218:3;1219:1;1220:2;1227:2;1257:2,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex
59138a345c6b933a,2:4;5:4;119:4;120:4;121:3;140:1;184:1;235:2;1071:1;1079:2;1080:1;1086:4;1097:2;1120:4;1121:4;1152:3;1156:1;1182:3;1198:4;1210:2;1227:4;1256:2,Dragapult ex,Dragapult ex
593615e603566f8f,3:9;17:4;666:4;1030:4;1031:3;1086:4;1097:2;1120:4;1121:1;1122:4;1145:3;1159:1;1182:1;1189:4;1197:2;1223:2;1227:4;1229:4,UNLABELED_CLUSTER_03,Mega Starmie ex
596d814be92eab55,8:13;169:4;190:4;666:4;1097:4;1121:4;1122:4;1147:4;1152:4;1159:1;1185:4;1197:2;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
5970215cd0f6968c,6:14;673:2;674:2;675:2;676:3;677:4;678:4;1102:2;1123:2;1141:4;1142:4;1152:2;1159:1;1182:3;1192:4;1227:4;1252:3,Mega Lucario ex,Mega Lucario ex
598876e4552e2f81,5:3;13:1;19:4;66:2;140:1;142:1;305:3;343:1;741:4;742:4;743:4;858:1;1079:3;1081:3;1086:4;1097:1;1129:1;1152:4;1156:2;1182:1;1225:4;1231:4;1264:4,Fezandipiti ex,Fezandipiti ex
59aefb1a7dfb20a9,1:19;11:4;14:4;18:4;344:4;345:4;1086:4;1147:4;1159:1;1212:4;1227:4;1235:4,UNLABELED_CLUSTER_06,Crustle / Dwebble
59c1b32644e6d6e9,1:12;16:4;24:1;96:4;116:1;117:1;414:2;848:1;849:1;1094:4;1121:4;1122:3;1127:3;1137:1;1147:2;1152:2;1159:1;1182:3;1213:3;1226:1;1227:4;1251:2,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
5b0df51eb3e5dafa,6:4;20:4;341:4;342:4;379:4;380:4;381:3;387:1;1086:4;1087:1;1097:1;1137:1;1141:1;1142:3;1152:4;1173:3;1182:4;1194:1;1213:1;1219:2;1227:4;1249:1;1256:1,Cynthia's Garchomp ex,Cynthia's Garchomp ex
5bbe78c7df6a16a2,1:7;14:4;18:4;344:4;345:3;756:3;1086:2;1121:2;1122:4;1123:1;1147:4;1159:1;1177:1;1182:4;1186:1;1197:1;1203:1;1212:1;1219:4;1225:2;1227:4;1235:1;1257:1,Mega Kangaskhan ex,Mega Kangaskhan ex
5c3b250ebbd0471c,5:4;19:4;66:4;305:4;741:4;742:4;743:4;1079:4;1081:4;1086:4;1097:2;1129:2;1152:4;1182:3;1184:1;1225:4;1231:4,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
5d6516d5aaf4c75d,6:16;675:2;676:4;677:4;678:4;1102:4;1123:3;1141:3;1142:4;1152:4;1159:1;1182:3;1192:3;1227:3;1229:2,Mega Lucario ex,Mega Lucario ex
5dc2661b39f914a2,7:12;104:1;112:4;646:4;647:2;648:3;860:1;1079:4;1080:1;1086:4;1097:3;1152:4;1182:2;1219:4;1227:4;1231:2;1259:4;1267:1,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
5ef1f4c673271c4f,1:1;11:4;14:4;18:4;344:3;345:3;756:4;1086:4;1120:4;1122:4;1123:4;1147:4;1159:1;1182:2;1197:4;1225:4;1227:4;1264:2,Mega Kangaskhan ex,Mega Kangaskhan ex
5f5f62912ed0d081,6:14;673:2;674:2;675:2;676:3;677:3;678:4;1102:4;1123:2;1141:4;1142:4;1152:4;1159:1;1182:2;1192:4;1227:4;1252:1,Mega Lucario ex,Mega Lucario ex
5f973872992c4b08,8:14;57:2;169:4;190:3;414:1;840:1;1097:4;1121:4;1122:4;1152:4;1159:1;1182:4;1192:4;1197:1;1213:2;1227:4;1244:3,UNLABELED_CLUSTER_02,Archaludon ex
608037127de0670f,6:15;673:1;674:1;675:2;676:4;677:4;678:4;1102:4;1123:3;1141:4;1142:4;1152:4;1167:1;1182:1;1192:3;1227:4;1252:1,Mega Lucario ex,Mega Lucario ex
60c3e5ab24904782,2:4;5:4;10:1;119:4;120:4;121:3;140:1;184:1;235:2;1071:1;1079:2;1086:4;1097:2;1120:2;1121:4;1152:3;1156:1;1182:3;1198:4;1210:2;1225:2;1227:4;1256:2,Dragapult ex,Dragapult ex
6143634cde029e33,1:17;11:4;14:4;18:4;344:4;345:4;1086:4;1097:2;1147:4;1159:1;1212:4;1224:4;1264:4,UNLABELED_CLUSTER_06,Crustle / Dwebble
619c4f503791d5d8,1:6;5:2;7:4;18:4;112:4;344:4;345:4;1086:3;1120:4;1122:4;1123:2;1152:4;1159:1;1182:4;1198:4;1219:2;1227:4,UNLABELED_CLUSTER_48,Crustle / Dwebble / Munkidori
61c5f1394e265863,1:5;73:1;74:1;89:4;90:4;92:4;93:4;142:1;343:1;1080:1;1086:4;1094:4;1097:2;1152:4;1174:2;1175:2;1182:2;1184:1;1187:1;1191:2;1211:1;1223:1;1227:4;1245:4,UNLABELED_CLUSTER_15,Applin / Dipplin / Genesect / Grookey / Rabsca / Rellor / Shaymin / Thwackey
61f90c30a060ef40,7:10;104:2;112:4;646:4;647:3;648:3;860:2;1079:3;1080:1;1086:4;1097:3;1122:1;1152:4;1182:2;1197:1;1219:4;1227:4;1231:1;1259:4,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
6320e3b35bf45d3c,2:3;11:4;13:1;65:1;66:3;109:1;174:1;305:3;791:2;848:3;849:3;1086:3;1097:1;1120:2;1121:3;1122:3;1137:1;1152:4;1174:3;1182:2;1197:1;1225:4;1227:3;1229:2;1264:3,Mega Lopunny ex,Mega Lopunny ex
633a6e693834e6a7,11:4;19:4;66:3;304:2;305:3;878:4;879:4;1080:1;1086:4;1097:4;1115:2;1122:2;1123:2;1152:4;1171:4;1182:3;1213:2;1227:4;1255:4,UNLABELED_CLUSTER_05,Dudunsparce / Dunsparce / Hop's Phantump / Hop's Trevenant / Hop’s Snorlax
637a70372eb9874c,1:9;42:3;88:3;89:4;90:4;92:1;93:4;343:1;1080:1;1086:4;1094:4;1097:2;1129:1;1152:4;1175:1;1182:2;1225:4;1227:4;1245:4,UNLABELED_CLUSTER_33,Applin / Dipplin / Grookey / Shaymin / Thwackey / Volbeat
6384bf64d82fbece,1:3;3:1;6:1;7:3;16:4;18:2;112:4;117:2;344:4;345:4;414:2;1086:4;1147:4;1152:4;1159:1;1198:4;1210:4;1227:4;1236:3;1264:2,UNLABELED_CLUSTER_04,Cornerstone Mask Ogerpon ex
63cc39b3cfe59c37,2:4;5:3;7:3;65:2;66:2;112:2;119:4;120:4;121:3;140:1;235:1;306:1;1071:1;1086:4;1097:2;1121:4;1152:4;1159:1;1182:3;1198:3;1213:2;1227:4;1260:2,Dragapult ex,Dragapult ex
64e146b2133f7b99,6:13;673:3;674:3;675:2;676:3;677:4;678:4;1102:4;1123:3;1141:2;1142:3;1152:4;1159:1;1182:2;1192:4;1227:3;1252:2,Mega Lucario ex,Mega Lucario ex
6549b75f119a0b62,1:17;18:2;96:4;1094:4;1118:1;1119:2;1120:4;1122:3;1127:4;1137:1;1147:3;1159:1;1182:1;1201:1;1213:4;1221:1;1223:1;1227:4;1251:2,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
65c1c1667f96d6d8,6:6;20:4;341:3;342:3;379:4;380:4;381:3;1079:2;1080:1;1086:4;1129:1;1141:3;1142:4;1152:4;1173:4;1197:1;1225:3;1227:4;1261:2,Cynthia's Garchomp ex,Cynthia's Garchomp ex
6618cabff34b2735,2:4;5:4;7:2;66:2;112:2;119:4;120:4;121:3;140:1;235:2;305:2;306:1;1071:1;1086:4;1121:4;1137:1;1152:4;1159:1;1182:3;1197:1;1198:2;1213:1;1227:4;1240:1;1260:2,Dragapult ex,Dragapult ex
6620d7bcbd15b965,1:18;344:4;345:4;1086:4;1097:2;1102:4;1121:4;1123:2;1152:4;1159:1;1182:3;1192:4;1227:4;1252:2,UNLABELED_CLUSTER_06,Crustle / Dwebble
664b36fb6a71c47d,8:14;57:1;169:4;190:4;414:1;1097:4;1121:4;1122:4;1152:4;1159:1;1182:4;1192:4;1197:1;1213:2;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
671aea4c78b10f87,1:1;11:4;14:4;18:4;344:4;345:4;756:4;1086:4;1087:2;1122:4;1123:4;1147:4;1152:2;1159:1;1197:4;1225:4;1227:4;1264:2,Mega Kangaskhan ex,Mega Kangaskhan ex
680da0c6c840cf99,5:5;6:1;7:3;19:4;54:3;55:4;112:3;117:2;184:3;335:1;1071:3;1086:3;1101:4;1119:4;1121:4;1122:1;1152:4;1159:1;1189:4;1225:1;1227:2,UNLABELED_CLUSTER_68,Cornerstone Mask Ogerpon ex / Latias ex / Meowth ex
69252ea384766495,1:1;11:4;14:4;18:4;344:3;345:3;756:4;1086:3;1087:1;1121:1;1122:3;1123:2;1147:4;1159:1;1161:1;1182:4;1186:2;1197:1;1204:1;1219:4;1225:3;1227:4;1242:1;1257:1,Mega Kangaskhan ex,Mega Kangaskhan ex
6948b9208b17fad2,11:4;19:4;304:2;311:3;878:4;879:4;1092:1;1097:1;1115:4;1122:4;1134:4;1152:2;1171:4;1182:2;1197:2;1219:4;1225:3;1227:4;1255:4,UNLABELED_CLUSTER_10,Hop's Phantump / Hop's Trevenant / Hop’s Cramorant / Hop’s Snorlax
69b44e61ab6725cf,3:9;104:2;860:4;861:2;1030:3;1031:3;1086:4;1087:2;1097:1;1122:3;1145:3;1152:2;1159:1;1182:2;1189:1;1197:2;1224:2;1225:2;1227:4;1229:4;1262:4,UNLABELED_CLUSTER_07,Mega Froslass ex / Mega Starmie ex
69d88f938f8b3f54,3:18;235:4;506:4;1086:4;1097:4;1121:4;1122:4;1123:1;1152:4;1197:4;1227:4;1247:1;1264:4,UNLABELED_CLUSTER_56,Budew / Cubchoo
6a52f924c124b4df,5:2;13:1;19:4;65:4;66:3;140:1;214:1;741:4;742:4;743:3;959:1;1079:4;1081:2;1086:4;1097:1;1129:1;1152:4;1156:1;1182:3;1184:1;1225:4;1231:4;1264:3,Fezandipiti ex,Fezandipiti ex
6a5ea46694ab74f1,6:13;673:2;674:2;675:2;676:3;677:4;678:4;1102:4;1123:3;1141:4;1142:4;1152:4;1159:1;1182:2;1192:4;1227:4,Mega Lucario ex,Mega Lucario ex
6b0907ec35e835bd,1:19;18:3;96:4;1094:4;1118:1;1119:2;1122:3;1127:4;1147:3;1159:1;1182:2;1201:1;1213:4;1221:2;1227:4;1251:3,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
6b960e3ec5086fd3,5:3;13:1;19:4;66:3;140:1;305:3;741:4;742:4;743:3;1079:3;1081:4;1086:4;1097:1;1129:1;1137:1;1152:4;1156:1;1182:3;1184:1;1197:1;1225:4;1231:4;1266:2,Fezandipiti ex,Fezandipiti ex
6bcc792fc6e11051,3:35;12:1;414:1;666:4;722:4;723:4;1121:3;1206:4;1231:4,Mega Abomasnow ex,Mega Abomasnow ex
6c534f1524e51c74,6:13;673:2;674:2;675:2;676:3;677:3;678:4;1102:4;1123:2;1141:4;1142:4;1152:4;1159:1;1182:2;1192:4;1227:4;1252:2,Mega Lucario ex,Mega Lucario ex
6ceb5146e7203de6,6:4;20:3;341:4;342:4;379:4;380:4;381:3;387:1;1086:4;1097:1;1123:1;1137:1;1141:1;1142:3;1152:4;1173:3;1182:4;1194:1;1213:2;1219:2;1227:4;1249:1;1256:1,Cynthia's Garchomp ex,Cynthia's Garchomp ex
6d3e4f8dfdc7aeaf,1:6;5:2;15:4;400:4;401:4;414:2;431:2;434:2;1086:1;1094:2;1097:3;1134:4;1152:4;1175:1;1216:3;1217:2;1218:3;1220:3;1227:4;1246:1;1247:1;1257:2,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex
6d7d4d82b45a1f8b,5:2;13:1;19:4;66:3;140:1;305:3;343:1;741:4;742:4;743:3;858:1;1079:3;1081:3;1086:4;1097:1;1129:1;1146:1;1152:4;1182:3;1184:1;1225:4;1231:4;1264:4,Fezandipiti ex,Fezandipiti ex
6dda26bc0a584b26,1:2;11:4;14:4;18:4;344:4;345:3;756:4;1086:3;1087:1;1121:1;1122:3;1123:2;1147:4;1159:1;1182:4;1197:2;1204:1;1219:4;1225:3;1227:4;1242:1;1257:1,Mega Kangaskhan ex,Mega Kangaskhan ex
6e15dd0f2dd6c299,6:15;117:1;673:1;674:1;675:2;676:3;677:4;678:4;1102:4;1137:1;1141:4;1142:4;1152:4;1159:1;1182:1;1197:1;1213:3;1227:4;1229:1;1252:1,Mega Lucario ex,Mega Lucario ex
6f11053c647355ae,5:2;13:1;19:4;65:3;66:3;140:1;343:1;741:4;742:3;743:4;858:1;1079:4;1081:2;1086:4;1097:1;1129:1;1152:4;1156:2;1182:3;1225:4;1231:4;1264:4,Fezandipiti ex,Fezandipiti ex
6f38a6915ee11a29,1:1;11:4;14:3;18:4;20:4;117:1;344:4;345:4;756:3;1086:4;1087:2;1121:1;1122:4;1123:1;1147:4;1159:1;1187:2;1197:3;1225:4;1227:4;1264:2,Mega Kangaskhan ex,Mega Kangaskhan ex
6f8d904a64e7ca25,7:10;66:2;112:4;305:2;646:4;647:3;648:3;1079:4;1080:1;1086:4;1097:3;1152:4;1182:3;1197:2;1227:4;1231:3;1259:4,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
70645f1ff74e9b48,5:9;97:4;98:4;164:4;494:2;1079:4;1086:4;1097:2;1112:1;1119:1;1123:2;1152:4;1155:1;1197:2;1219:2;1227:4;1228:3;1231:3;1264:4,UNLABELED_CLUSTER_71,Chandelure / Comfey / Lampent / Litwick
706f433a5ad22f75,1:10;16:4;18:2;24:1;96:4;117:1;414:2;848:1;849:1;890:1;1094:4;1121:4;1122:3;1127:3;1137:1;1147:2;1152:2;1159:1;1182:3;1201:1;1213:3;1227:4;1251:2,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
7076f6b88c1d7538,2:3;5:3;7:2;112:1;119:4;120:4;121:2;131:2;132:2;133:1;140:1;235:1;1071:1;1080:1;1086:4;1097:2;1120:4;1121:4;1152:4;1161:1;1182:2;1198:3;1227:4;1231:1;1246:1;1256:2,Dragapult ex,Dragapult ex
70bab7cb8c68f6d0,3:33;721:2;722:4;723:4;1092:1;1121:2;1145:2;1163:2;1219:4;1227:4;1262:2,Mega Abomasnow ex,Mega Abomasnow ex
71056fd1f7a89b2a,7:15;104:2;112:3;646:4;647:3;648:3;860:2;1079:3;1080:1;1086:3;1097:3;1152:3;1182:2;1219:4;1227:4;1231:1;1259:4,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
711c9c6119886c6e,5:2;19:4;66:3;140:1;305:3;741:4;742:4;743:4;1079:4;1081:3;1086:4;1097:2;1129:1;1152:4;1182:3;1184:1;1197:3;1225:4;1231:4;1247:1;1264:1,Fezandipiti ex,Fezandipiti ex
712e7e9d851a570b,1:14;93:2;96:4;140:1;149:1;150:2;346:1;655:1;709:1;710:2;917:2;918:1;920:1;1071:2;1080:1;1094:4;1097:1;1121:4;1152:1;1182:2;1184:1;1188:1;1201:1;1227:4;1231:1;1261:4,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
713a673323897fef,8:13;57:1;169:4;190:4;666:4;1097:4;1121:3;1122:4;1147:3;1152:4;1159:1;1185:4;1197:3;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
71774939c0095e11,7:9;112:1;141:1;257:1;258:1;292:4;293:4;303:2;848:1;849:1;906:1;1086:4;1097:2;1113:4;1121:2;1122:3;1152:4;1159:1;1182:2;1205:2;1213:2;1227:4;1253:2;1256:2,Mega Lopunny ex,Mega Lopunny ex
71837a73b1294f82,6:17;675:2;676:3;677:4;678:4;1121:4;1123:2;1141:4;1142:4;1145:4;1182:2;1205:3;1227:4;1235:3,Mega Lucario ex,Mega Lucario ex
72425533dadc98a1,1:6;89:4;90:4;92:4;93:4;247:4;343:1;1080:1;1086:4;1094:4;1097:4;1122:2;1152:4;1175:3;1182:1;1197:2;1227:4;1245:4,UNLABELED_CLUSTER_51,Applin / Dipplin / Grookey / Shaymin / Swirlix / Thwackey
7398c8069a08a8d1,3:7;11:4;65:3;66:2;174:2;758:3;849:3;860:2;861:2;1071:1;1086:3;1097:1;1121:3;1123:2;1152:3;1159:1;1182:3;1186:1;1213:1;1225:3;1227:4;1229:3;1264:3,Mega Lopunny ex,Mega Lopunny ex
73b0ed38b2c7f5ea,2:4;5:4;119:4;120:4;121:4;140:1;184:1;235:2;1071:1;1079:3;1080:1;1086:4;1097:2;1120:4;1121:4;1152:2;1182:3;1198:4;1210:2;1227:4;1256:2,Dragapult ex,Dragapult ex
73b8e8e2162f22b1,1:6;2:6;18:4;344:4;345:4;352:4;353:4;354:4;1079:4;1121:4;1152:4;1182:4;1215:4;1227:4,UNLABELED_CLUSTER_17,Crustle / Dwebble / Ethan's Cyndaquil / Ethan's Quilava / Ethan's Typhlosion
74338cad5e6dbc8b,1:9;15:4;400:4;401:4;414:2;431:2;434:2;1094:3;1121:1;1134:4;1152:4;1159:1;1175:2;1216:4;1217:1;1218:3;1220:4;1227:3;1257:3,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex
7436a436fd90a94d,5:2;13:1;19:4;66:2;142:1;305:3;343:1;741:4;742:4;743:3;1079:3;1081:3;1086:4;1129:2;1152:4;1161:3;1182:2;1184:1;1197:1;1225:4;1231:4;1266:4,UNLABELED_CLUSTER_23,Abra / Alakazam / Dudunsparce / Dunsparce / Genesect / Kadabra / Shaymin
7452774657ad1444,11:4;12:1;19:4;65:4;66:4;304:2;878:4;879:3;1086:4;1097:3;1115:3;1122:4;1152:4;1171:4;1194:2;1210:2;1227:4;1255:4,UNLABELED_CLUSTER_05,Dudunsparce / Dunsparce / Hop's Phantump / Hop's Trevenant / Hop’s Snorlax
7465611391547243,2:4;5:4;7:3;112:2;119:4;120:4;121:3;140:1;235:1;1071:1;1080:1;1086:4;1097:3;1121:4;1152:4;1182:3;1198:3;1213:1;1227:4;1231:2;1246:4,Dragapult ex,Dragapult ex
74c27650b18b57e3,5:3;19:4;65:4;66:4;741:4;742:4;743:3;1079:3;1081:3;1086:4;1129:2;1146:1;1152:4;1182:3;1184:1;1225:4;1231:4;1247:1;1264:4,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
74f419fc4f947422,1:1;11:4;14:4;18:4;344:4;345:4;756:4;1086:4;1087:1;1122:4;1123:4;1147:4;1159:1;1182:2;1197:4;1225:4;1227:4;1264:3,Mega Kangaskhan ex,Mega Kangaskhan ex
753c7d1f9e30d5be,5:3;13:1;19:4;66:3;305:4;741:4;742:4;743:4;1079:4;1081:4;1086:4;1097:2;1129:1;1152:4;1182:3;1225:4;1231:4;1264:3,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
755af6541b064429,8:14;57:2;169:4;190:4;1097:4;1121:4;1122:3;1123:2;1152:4;1159:1;1182:3;1192:4;1213:4;1227:4;1244:3,UNLABELED_CLUSTER_02,Archaludon ex
766ca153ce8e65d8,1:1;11:4;14:4;18:4;20:2;117:1;344:4;345:3;756:2;1086:2;1112:1;1121:2;1122:4;1123:1;1147:4;1159:1;1182:4;1194:2;1197:2;1219:4;1225:2;1227:4;1257:1;1261:1,Mega Kangaskhan ex,Mega Kangaskhan ex
76d558d342480e95,6:15;673:3;674:3;675:2;676:3;677:4;678:4;1102:4;1123:3;1141:1;1142:3;1152:4;1159:1;1182:2;1192:4;1227:3;1252:1,Mega Lucario ex,Mega Lucario ex
7702f27dfc110b71,2:3;5:4;7:2;112:2;119:4;120:4;121:3;140:1;235:2;1071:1;1086:4;1097:2;1120:4;1121:4;1152:4;1159:1;1182:3;1197:1;1198:3;1213:1;1227:4;1231:1;1256:2,Dragapult ex,Dragapult ex
772413e4790654e2,5:3;13:1;19:4;66:3;305:4;741:4;742:4;743:4;1079:4;1081:1;1086:4;1097:3;1129:1;1152:4;1182:3;1184:1;1225:4;1231:4;1264:4,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
7800c70ef460208a,6:10;20:3;675:2;676:3;677:4;678:4;1102:4;1123:3;1141:4;1142:4;1152:4;1159:1;1182:2;1192:3;1197:2;1227:4;1229:3,Mega Lucario ex,Mega Lucario ex
78424bb7b3831f69,5:1;13:1;19:4;66:3;174:1;305:4;741:4;742:4;743:4;1079:3;1081:2;1086:4;1097:2;1129:1;1152:4;1182:4;1184:1;1197:2;1225:3;1231:4;1266:4,UNLABELED_CLUSTER_29,Abra / Alakazam / Dudunsparce / Dunsparce / Fan Rotom / Kadabra
79181fc7b7433c70,5:2;13:1;19:4;66:3;305:4;521:1;741:4;742:4;743:4;1079:4;1081:4;1086:4;1097:1;1129:1;1152:4;1156:1;1182:2;1197:1;1209:1;1225:3;1231:4;1266:3,UNLABELED_CLUSTER_54,Abra / Alakazam / Dudunsparce / Dunsparce / Elgyem / Kadabra
795a6c78e1194ccd,5:4;19:4;66:3;140:1;305:4;343:1;741:4;742:4;743:4;1079:4;1081:4;1086:4;1097:1;1129:1;1152:4;1182:2;1184:1;1197:2;1225:4;1231:4,Fezandipiti ex,Fezandipiti ex
797fcd4985090800,5:2;13:1;19:4;65:3;66:2;109:4;140:1;343:1;742:4;743:4;1079:3;1081:4;1086:4;1097:1;1129:1;1152:4;1182:3;1184:1;1197:3;1225:4;1231:4;1266:2,Fezandipiti ex,Fezandipiti ex
7a3dfdac5c420dd6,3:9;666:2;860:3;861:3;1030:3;1031:3;1086:4;1087:2;1116:1;1122:3;1145:3;1152:1;1159:1;1182:2;1189:2;1197:2;1213:2;1225:2;1227:4;1229:4;1262:4,UNLABELED_CLUSTER_07,Mega Froslass ex / Mega Starmie ex
7b8dec20710c5b73,1:11;11:4;14:4;18:4;112:2;344:4;345:4;1086:4;1121:2;1122:4;1147:2;1159:1;1182:2;1212:4;1224:2;1227:4;1235:2,UNLABELED_CLUSTER_48,Crustle / Dwebble / Munkidori
7c0a454617fc9ab4,1:9;3:1;4:2;5:2;6:2;63:2;96:3;108:1;140:2;184:2;272:2;756:4;1071:3;1088:1;1097:2;1098:2;1116:4;1121:4;1182:2;1198:4;1205:2;1250:4,Mega Kangaskhan ex,Mega Kangaskhan ex
7c58f3915e31351e,11:4;20:4;58:4;344:4;345:4;607:1;1086:4;1121:1;1122:4;1123:4;1142:4;1147:1;1152:4;1182:4;1185:4;1194:2;1197:4;1204:2;1247:1,UNLABELED_CLUSTER_20,Crustle / Dwebble / Great Tusk / Terrakion
7d3dd55013032486,2:3;5:4;7:2;66:1;112:2;119:4;120:4;121:3;140:1;235:1;305:2;306:1;1071:1;1079:2;1080:1;1086:4;1097:3;1121:4;1152:4;1182:3;1198:3;1227:4;1240:1;1260:2,Dragapult ex,Dragapult ex
7d49edaa78ac6f8c,1:10;42:4;89:2;90:2;93:4;100:4;240:4;1080:1;1086:4;1094:4;1102:3;1129:1;1137:1;1152:4;1219:4;1227:4;1245:4,UNLABELED_CLUSTER_19,Applin / Dipplin / Goldeen / Grookey / Seaking / Thwackey
7d60eec45120e5f0,8:14;169:4;190:4;666:4;1087:1;1097:4;1121:4;1122:4;1147:2;1152:3;1159:1;1185:4;1197:2;1213:1;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
7d6f431b88be3307,11:4;14:4;18:4;20:2;117:1;344:4;345:3;756:2;1086:2;1120:4;1121:2;1122:4;1123:1;1147:4;1159:1;1182:4;1197:1;1212:1;1219:4;1225:3;1227:4;1257:1,Mega Kangaskhan ex,Mega Kangaskhan ex
7e126a3431e21d4d,3:5;7:3;17:2;112:2;131:2;132:2;133:1;235:1;1030:4;1031:3;1071:1;1086:4;1121:4;1122:3;1152:4;1159:1;1182:3;1197:1;1225:4;1227:4;1229:2;1260:4,UNLABELED_CLUSTER_38,Mega Starmie ex / Meowth ex
7e359b4676816133,1:7;3:3;6:2;16:4;18:1;117:2;343:1;344:4;345:4;414:2;666:4;1086:4;1152:4;1159:1;1182:2;1198:4;1210:3;1227:4;1256:1;1264:3,UNLABELED_CLUSTER_04,Cornerstone Mask Ogerpon ex
7e52672c91577618,7:9;112:2;235:1;292:4;293:4;303:2;906:1;1080:1;1086:4;1097:2;1113:4;1121:3;1152:3;1176:2;1182:4;1188:1;1195:1;1197:1;1205:3;1213:1;1227:4;1253:3,UNLABELED_CLUSTER_21,N’s Zoroark ex
7eeb119d5acc4906,5:2;13:1;19:4;66:3;140:1;142:1;305:3;343:1;741:4;742:4;743:3;858:1;1079:4;1081:3;1086:4;1097:1;1129:1;1152:4;1182:3;1225:4;1227:4;1231:4,Fezandipiti ex,Fezandipiti ex
7f16d36ae4847ce5,7:9;104:2;112:4;235:1;646:4;647:2;648:3;689:1;860:2;1079:3;1080:1;1086:3;1097:2;1119:1;1122:2;1134:1;1152:4;1182:3;1219:4;1227:4;1259:4,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
7f6aeb19dceb3577,5:8;19:4;164:4;343:1;817:3;818:2;1081:3;1086:4;1087:2;1095:1;1097:4;1120:3;1139:3;1152:4;1184:2;1197:4;1225:4;1227:4,UNLABELED_CLUSTER_18,Brambleghast / Bramblin / Comfey / Shaymin
815f539a0c57442e,1:11;15:4;400:4;401:4;414:2;431:2;434:2;1094:3;1121:1;1122:1;1134:4;1152:3;1159:1;1216:4;1217:2;1218:3;1220:4;1227:3;1257:2,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex
