level,player_deck_hash,opponent_deck_hash,games,wins,losses,win_rate,wilson_lo,wilson_hi,confidence
EXACT,d8c9db09b2d04f55,69252ea384766495,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,2603936f8d49f47b,61f90c30a060ef40,3,3,0,1.0,0.4385,1.0,INSUFFICIENT
EXACT,0fe5bb1f17b6b854,b20e3e96100a11d5,3,3,0,1.0,0.4385,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,c9d8794e26a87fa3,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,fcac695071c3f3cf,0fe5bb1f17b6b854,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,fcac695071c3f3cf,cf827fff53a7d57b,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,3371c6e0d2105401,b43a53d96da0f0b5,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,fcac695071c3f3cf,46b184ae9968549d,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,b20e3e96100a11d5,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,f8261f22b9cd0c48,fcac695071c3f3cf,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,f8261f22b9cd0c48,fb6542fd45093b86,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,e34dae96b1984485,2b38095c5eca59f6,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,a60edec4f2dfc3e5,3,3,0,1.0,0.4385,1.0,INSUFFICIENT
EXACT,7d6f431b88be3307,fcac695071c3f3cf,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,2655572b2591c7f6,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,7d6f431b88be3307,13ea47d998aa99fa,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,8da9c9d12374effd,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,3a9221cdc7ce6934,fcac695071c3f3cf,3,3,0,1.0,0.4385,1.0,INSUFFICIENT
EXACT,19a01ac1cebb1e8b,f1b53d2f908f682e,3,3,0,1.0,0.4385,1.0,INSUFFICIENT
EXACT,2b38095c5eca59f6,c1bdf4d2201556a3,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,c4ebaf6e42fc8a2a,b43a53d96da0f0b5,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,2655572b2591c7f6,fb6542fd45093b86,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,b43a53d96da0f0b5,2b38095c5eca59f6,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,fb85400b6df83aa3,1d0dee049c97c9e7,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,24d2f0bf0cee8dde,dc2ce39b94cbbb38,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,e34dae96b1984485,19a01ac1cebb1e8b,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,4d503cd6c360c028,b43a53d96da0f0b5,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,fcac695071c3f3cf,f68ccef625779ef7,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,69252ea384766495,910dcaefeb77a2f0,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,9d1dad39ec641aa0,69252ea384766495,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,69252ea384766495,3371c6e0d2105401,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,fc239cfea35c4828,b20e3e96100a11d5,3,3,0,1.0,0.4385,1.0,INSUFFICIENT
EXACT,61f90c30a060ef40,14db4b34cc8fbbb7,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,abf375974152bc4e,b20e3e96100a11d5,3,3,0,1.0,0.4385,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,219bb78661ad6ccd,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,b20e3e96100a11d5,2603936f8d49f47b,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,3a9221cdc7ce6934,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,37fabc1f62f64d07,dc2ce39b94cbbb38,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,1e1aceae4b6358f6,b43a53d96da0f0b5,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,f1b53d2f908f682e,e34dae96b1984485,3,3,0,1.0,0.4385,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,cda996a02f18641b,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,13ea47d998aa99fa,e34dae96b1984485,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,831fd3a04060c7c2,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,bc913d2ec5e06497,dc2ce39b94cbbb38,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,b43a53d96da0f0b5,19a01ac1cebb1e8b,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,c4ebaf6e42fc8a2a,f1b53d2f908f682e,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,393e490e6960de29,dc2ce39b94cbbb38,3,1,2,0.3333,0.0615,0.7923,INSUFFICIENT
EXACT,d83b61b3461e6f3d,b43a53d96da0f0b5,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,712e7e9d851a570b,3,0,3,0.0,0.0,0.5615,INSUFFICIENT
EXACT,111d0a87c7071fde,dc2ce39b94cbbb38,3,2,1,0.6667,0.2077,0.9385,INSUFFICIENT
EXACT,6c534f1524e51c74,6143634cde029e33,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,cf54338b6b99acc3,dec7cdaef424b950,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,d263d4de37a37f2b,cf54338b6b99acc3,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,bd3a5d98cf29cbc3,cf54338b6b99acc3,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,52bf12478558b725,59138a345c6b933a,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,3c1906459f149732,59aefb1a7dfb20a9,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,a88ac606b2d71a36,b43a53d96da0f0b5,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,c9d8794e26a87fa3,842972d3b3962877,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,910dcaefeb77a2f0,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,59138a345c6b933a,da2a64c2ecaab66a,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,4a256a933ac66a7b,2b3108749e2032d7,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,e4465735c1f698e2,6c534f1524e51c74,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,a3f1d2935659226e,cf54338b6b99acc3,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,6948b9208b17fad2,2b3108749e2032d7,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,4a256a933ac66a7b,2768139fe1eb6d0b,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,59138a345c6b933a,bd3a5d98cf29cbc3,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,4164643d1cfb5694,59aefb1a7dfb20a9,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,64e146b2133f7b99,1659ede5d05ada54,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,c560f1caa3468d1c,4164643d1cfb5694,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,c9d8794e26a87fa3,a88ac606b2d71a36,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,aa2398e69a3549ad,cf54338b6b99acc3,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,e34dae96b1984485,8c6a91def4dd5f6c,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,64e146b2133f7b99,6c534f1524e51c74,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,59138a345c6b933a,4a256a933ac66a7b,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,4a256a933ac66a7b,bd3a5d98cf29cbc3,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,4a256a933ac66a7b,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,6c534f1524e51c74,bd3a5d98cf29cbc3,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,da2a64c2ecaab66a,6c534f1524e51c74,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,6948b9208b17fad2,59138a345c6b933a,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,b20e3e96100a11d5,0fb452788ceca249,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,bd0509fb088518b1,3fc2cb03df5b2747,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,37f2032236fb6baf,7d3dd55013032486,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,9e430faa7c831500,831fd3a04060c7c2,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,b20e3e96100a11d5,45e8cc6322697f80,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,88739802da194717,b20e3e96100a11d5,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,8ff1e185fabb8099,e34dae96b1984485,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,3371c6e0d2105401,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,37fabc1f62f64d07,61f90c30a060ef40,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,147595d71b360f2c,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,8ff1e185fabb8099,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,0eb1f4f9633c4cd0,b20e3e96100a11d5,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,00926e891310648e,58c4d89cf8edc355,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,219bb78661ad6ccd,b20e3e96100a11d5,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,884c0683209ead35,dafa1e6efd85150e,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,219bb78661ad6ccd,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,d9614beda9774552,dafa1e6efd85150e,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,8907612d396f895a,fcac695071c3f3cf,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,dafa1e6efd85150e,e34dae96b1984485,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,69252ea384766495,b20e3e96100a11d5,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,9d1dad39ec641aa0,b43a53d96da0f0b5,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,a60edec4f2dfc3e5,58c4d89cf8edc355,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,37fabc1f62f64d07,5ef1f4c673271c4f,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,58c4d89cf8edc355,f5fadf03018935e6,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,69252ea384766495,16eb558bab120cba,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,37fabc1f62f64d07,37f2032236fb6baf,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,13ea47d998aa99fa,fb6542fd45093b86,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,b78aa05e94236e10,5ef1f4c673271c4f,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,3fe56fcd5e43bce7,61f90c30a060ef40,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,0bf953f8612d58ea,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,5ef1f4c673271c4f,e9647ebbaa869e6b,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,b82361d3db04432f,dc2ce39b94cbbb38,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,450b46f82d284492,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,111d0a87c7071fde,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,3fe56fcd5e43bce7,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,fb85400b6df83aa3,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,b78aa05e94236e10,b43a53d96da0f0b5,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,2e79a10ee3ba9449,fcac695071c3f3cf,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,54a81ccb36ebe329,fcac695071c3f3cf,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,7d6f431b88be3307,c4ebaf6e42fc8a2a,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,1a6bef5759001c56,e34dae96b1984485,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,19a01ac1cebb1e8b,eb1222900df9baf0,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,89c3e2c479a23d14,fcac695071c3f3cf,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,fcac695071c3f3cf,057fd0ffbc716756,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,fb6d7f5767de6f81,e34dae96b1984485,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,58c4d89cf8edc355,14db4b34cc8fbbb7,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,6384bf64d82fbece,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,c1bdf4d2201556a3,b43a53d96da0f0b5,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,e34dae96b1984485,0eb1f4f9633c4cd0,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,c4ebaf6e42fc8a2a,e34dae96b1984485,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,55a418e3d6a8787d,dc2ce39b94cbbb38,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,fb6542fd45093b86,d83b61b3461e6f3d,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,eb1222900df9baf0,b78aa05e94236e10,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,2655572b2591c7f6,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,4fa2d13d3f52f835,dc2ce39b94cbbb38,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,5ef1f4c673271c4f,58c4d89cf8edc355,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,831fd3a04060c7c2,0fb452788ceca249,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,e34dae96b1984485,e69858a31af3698a,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,c9d8794e26a87fa3,0fb452788ceca249,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,831fd3a04060c7c2,664b36fb6a71c47d,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,9e430faa7c831500,afaa4ac744b28ee5,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,910dcaefeb77a2f0,e34dae96b1984485,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,9e430faa7c831500,b20e3e96100a11d5,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,4d503cd6c360c028,b20e3e96100a11d5,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,9e430faa7c831500,69252ea384766495,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,bf4fd9046cb2d210,b20e3e96100a11d5,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,b20e3e96100a11d5,7f6aeb19dceb3577,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,910dcaefeb77a2f0,3fc2cb03df5b2747,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,3fc2cb03df5b2747,16eb558bab120cba,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,3fc2cb03df5b2747,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,219bb78661ad6ccd,3371c6e0d2105401,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,63cc39b3cfe59c37,b20e3e96100a11d5,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,1e1aceae4b6358f6,e34dae96b1984485,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,fc239cfea35c4828,fcac695071c3f3cf,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,5ef1f4c673271c4f,449ba799a24fb205,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,fbbd8ac1e662e82c,b20e3e96100a11d5,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,0065b4cfff358aba,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,a6449dd6b7ace502,fbbd8ac1e662e82c,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,afaa4ac744b28ee5,495b41c6bf629ba8,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,890af7220ecf499d,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,37f2032236fb6baf,5ef1f4c673271c4f,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,3fc2cb03df5b2747,14db4b34cc8fbbb7,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,f90d43e354d19683,478924c6d1995606,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,61f90c30a060ef40,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,8907612d396f895a,37f2032236fb6baf,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,0eb1f4f9633c4cd0,5ef1f4c673271c4f,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,afaa4ac744b28ee5,e34dae96b1984485,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,abf375974152bc4e,37fabc1f62f64d07,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,bd0509fb088518b1,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,b43a53d96da0f0b5,5ef1f4c673271c4f,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,8907612d396f895a,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,fcac695071c3f3cf,0065b4cfff358aba,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,abf375974152bc4e,fcac695071c3f3cf,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,0eb1f4f9633c4cd0,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,fcac695071c3f3cf,c9d8794e26a87fa3,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,61f90c30a060ef40,0fe5bb1f17b6b854,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,46b184ae9968549d,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,b20e3e96100a11d5,58c4d89cf8edc355,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,61c5f1394e265863,fcac695071c3f3cf,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,e9647ebbaa869e6b,fcac695071c3f3cf,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,4fa2d13d3f52f835,3a9221cdc7ce6934,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,50f4fed941e7bd61,fcac695071c3f3cf,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,6f38a6915ee11a29,dc2ce39b94cbbb38,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,7e52672c91577618,dc2ce39b94cbbb38,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,fb6d7f5767de6f81,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,fb6d7f5767de6f81,1e1aceae4b6358f6,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,71774939c0095e11,dc2ce39b94cbbb38,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,888826866a5bccdd,e34dae96b1984485,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,ffb78ce042dc36d9,e34dae96b1984485,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,fcac695071c3f3cf,1a6bef5759001c56,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,079a59b4e50730a5,e34dae96b1984485,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,17e0e94afdf4984b,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,d47d8a3b679e2d6f,5ef1f4c673271c4f,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,b78aa05e94236e10,e34dae96b1984485,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,b78aa05e94236e10,0d18cb26af1f820a,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,b3043b6d5221e93a,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,13ea47d998aa99fa,b43a53d96da0f0b5,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,f1b53d2f908f682e,b78aa05e94236e10,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,b43a53d96da0f0b5,b82361d3db04432f,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,7d6f431b88be3307,b43a53d96da0f0b5,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,f1b53d2f908f682e,058f82abd5449e39,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,13ea47d998aa99fa,2b38095c5eca59f6,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,fb6542fd45093b86,f1b53d2f908f682e,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,f459fe7a54523885,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,d83b61b3461e6f3d,a7d5394d86394bcd,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,8945c20fc38af9f1,dc2ce39b94cbbb38,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,19a01ac1cebb1e8b,058f82abd5449e39,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,fb6542fd45093b86,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,fcac695071c3f3cf,b0ac2e64118eeabf,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,7d6f431b88be3307,19a01ac1cebb1e8b,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,3ee0afc0c1b58a95,dc2ce39b94cbbb38,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,c4ebaf6e42fc8a2a,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,b43a53d96da0f0b5,058f82abd5449e39,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,89c3e2c479a23d14,fb6542fd45093b86,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,b1513b47b94933fa,dc2ce39b94cbbb38,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,058f82abd5449e39,13ea47d998aa99fa,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,da98983292e95622,fcac695071c3f3cf,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,fb6542fd45093b86,058f82abd5449e39,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,d83b61b3461e6f3d,058f82abd5449e39,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,2655572b2591c7f6,eb1222900df9baf0,2,0,2,0.0,0.0,0.6576,INSUFFICIENT
EXACT,fcac695071c3f3cf,14833e9b4c2389a3,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,13ea47d998aa99fa,e97ea339c59eb7e9,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,e97ea339c59eb7e9,fcac695071c3f3cf,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,d1582f2a04774329,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,d27ab9465febb3da,dc2ce39b94cbbb38,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,24d2f0bf0cee8dde,fb6542fd45093b86,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,fb6542fd45093b86,5ef1f4c673271c4f,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,111d0a87c7071fde,fb6542fd45093b86,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,450b46f82d284492,dc2ce39b94cbbb38,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,db6f0378eb8b85ba,dc2ce39b94cbbb38,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,6549b75f119a0b62,dc2ce39b94cbbb38,2,2,0,1.0,0.3424,1.0,INSUFFICIENT
EXACT,057fd0ffbc716756,fb6542fd45093b86,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,d27ab9465febb3da,fb6542fd45093b86,2,1,1,0.5,0.0945,0.9055,INSUFFICIENT
EXACT,e8cc78ff2aca77a9,6c534f1524e51c74,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,11b0a2d81e5449a3,bf4fd9046cb2d210,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,1780347646b3b151,f26c077f8702317c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,72425533dadc98a1,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2b3108749e2032d7,6bcc792fc6e11051,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a5437fdb9a42f891,772413e4790654e2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59aefb1a7dfb20a9,2768139fe1eb6d0b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
